,youtuber,subscribers,name,upload_date,hits,likes_num,dislikes_num,days_after_upload,youtuber_id,clean_name,clean_name_noun
827,만개의레시피 10K Recipe ,356000000,Sub CC) 편의점의 재료로 만들어보는 크리스마스 통나무케이크 ★ 부쉬드노엘 : Buche de Noel  [만개의레시피],-110 days +07:27:27.545514000,3655,6700,1,110,3,편의점 재료 만들다 보다 크리스마스 통나무 케이크 부쉬 드노 엘 Buche de Noel,"['편의점', '재료', '크리스마스', '통나무', '케이크', '부쉬', '드노', '엘']"
828,만개의레시피 10K Recipe ,356000000,북어구이 l 한식자격증 실기 l 시험시간 20분 [만개의레시피],-110 days +07:27:27.545514000,1287,1900,0,110,3,북어 구이 한식 자격증 실기 시험 시간 분,"['북어', '구이', '한식', '자격증', '실기', '시험', '시간', '분']"
829,만개의레시피 10K Recipe ,356000000,미역국 말고 생일에 먹고 싶었던 레시피는 눈으로 ~! 생일상 레시피 ★ [만개의레시피],-110 days +07:27:27.545514000,19901,39100,6,110,3,미역국 말고 생일 먹다 싶다 눈 생일상,"['미역국', '생일', '눈', '생일상']"
830,만개의레시피 10K Recipe ,356000000,"Sub CC) 연말에 필요한 오븐 레시피 ! 서양식 와인찜닭 꼬꼬뱅 , Coq au vin , Chicken Wine Stew ★ [만개의레시피]",-110 days +07:27:27.545514000,2292,4300,0,110,3,연말 필요하다 오븐 서 양식 와인 찜닭 꼬꼬 뱅 Coq au vin Chicken Wine Stew,"['연말', '오븐', '양식', '와인', '찜닭', '꼬꼬', '뱅']"
831,만개의레시피 10K Recipe ,356000000,과자를 에어프라이어에 돌렸더니 캐꿀맛 ! 홈런볼 강추★ [만개의레시피],-111 days +07:27:27.545514000,9959,18400,10,111,3,과자 에어 프라이어 돌리다 캐꿀맛 홈런 볼 강추,"['과자', '에어', '프라이어', '캐꿀맛', '홈런', '볼', '강추']"
832,만개의레시피 10K Recipe ,356000000,Sub CC) 먹방 유튜버들을 위한 호로로롤 연어국수와 연어소스 4가지 l Salmon noodles & Salmon sause ★ [만개의레시피],-111 days +07:27:27.545514000,13044,20300,3,111,3,먹방 유튜버들 위 한 호로로 롤 연어 국수 연어 소스 가지 Salmon noodles Salmon sause,"['먹방', '유튜', '버들', '위', '롤', '연어', '국수', '연어', '소스', '가지']"
833,만개의레시피 10K Recipe ,356000000,오늘을 기다렸어요... 치팅데이를 위한 레시피 ★ [만개의레시피],-111 days +07:27:27.545514000,7304,13800,1,111,3,오늘 기다리다 치팅데 이를 위 한,"['오늘', '치팅데', '위']"
834,만개의레시피 10K Recipe ,356000000,Sub CC) 과카몰리트리칩 l 과카몰리와 또띠아칩을 한번에 먹을 수 있는법 l guacamole Tree Chip ★ [만개의레시피],-112 days +07:27:27.545514000,1896,2900,0,112,3,과카 몰리 트리 칩 과카 몰리 또띠아 칩 한번 먹다 수 있다 법 guacamole Tree Chip,"['과카', '몰리', '트리', '칩', '과카', '몰리', '또띠아', '칩', '한번', '수', '법']"
835,만개의레시피 10K Recipe ,356000000,만개회원들이 선정한  BEST 레시피 영상 !  만레's JMTGR 차트쇼 ! [만개의레시피],-112 days +07:27:27.545514000,2538,2300,0,112,3,개회 원 들이다 선정 한 BEST 영상 JMTGR 차트 쇼,"['개회', '원', '선정', '영상', '차트', '쇼']"
836,만개의레시피 10K Recipe ,356000000,받는 사람 심쿵 ♥ 만들면서 심쿵 하게 하는 선물용 수제 베이킹 레시피 ★ [만개의레시피],-112 days +07:27:27.545514000,7515,14300,1,112,3,받다 사람 심쿵 만들다 심쿵 하다 하다 선물 용 수제 베이 킹,"['사람', '심쿵', '심쿵', '선물', '용', '수제', '베이', '킹']"
837,만개의레시피 10K Recipe ,356000000,아직도 치즈볼 시켜먹니? 쫀득쫀득치즈볼 [만개의레시피],-113 days +07:27:27.545514000,21780,25200,3,113,3,아직도 치즈볼 시키다 먹다 쫀득쫀 득 치즈볼,"['치즈볼', '쫀득쫀', '득', '치즈볼']"
838,만개의레시피 10K Recipe ,356000000,Sub CC) 두반장새우볶음 l 중국식새우볶음이 필요할 땐~!  매콤함은 뽀너스 l Stir-fried Spicy Shrimp ★ [만개의레시피],-113 days +07:27:27.545514000,1757,3900,0,113,3,두 반장 새우 볶음 중국 식 새우 볶음 필요하다 땐 매콤 함 뽀너스 Stirfried Spicy Shrimp,"['두', '반장', '새우', '볶음', '중국', '식', '새우', '볶음', '땐', '매콤', '함', '뽀너스']"
839,만개의레시피 10K Recipe ,356000000,"Sub CC) 퐁신퐁신한 제누와즈 만들기 : 케이크시트 실패없이 만드는 법 l Sponge cake sheet,  Genoise [만개의레시피]",-113 days +07:27:27.545514000,144335,38900,12,113,3,퐁신퐁신 한 제 누 즈 만들기 케이크 시트 실패 없이 만들다 법 Sponge cake sheet Genoise,"['퐁신퐁신', '제', '누', '만들기', '케이크', '시트', '실패', '법']"
840,만개의레시피 10K Recipe ,356000000,"사과의 달콤함이 살아있는 간식, 사과떡볶이 [만개의레시피]",-114 days +07:27:27.545514000,2538,5700,0,114,3,사과 달콤하다 살다 간식 사과 떡볶이,"['사과', '간식', '사과', '떡볶이']"
841,만개의레시피 10K Recipe ,356000000,Sub CC) 한식풍으로 볶아낸 고구마줄기 파스타 :  Pasta with stem of sweet potato★ [만개의레시피],-114 days +07:27:27.545514000,1240,1300,0,114,3,한식 풍 볶다 내다 고구마줄기 파스타 Pasta stem of sweet potato,"['한식', '고구마줄기', '파스타']"
842,만개의레시피 10K Recipe ,356000000,영화관도 식후경! 이젠 집에서 즐기쟈 !! 집에서 영화볼때 먹기 좋은 레시피 ♥♥♥ [만개의레시피],-114 days +07:27:27.545514000,10378,20100,5,114,3,영화관 식 후경 젠 집 즐기쟈 집 영화 볼때 먹기 좋다,"['영화관', '식', '후경', '젠', '집', '즐기쟈', '집', '영화', '볼때', '먹기']"
843,만개의레시피 10K Recipe ,356000000,Sub CC)  전참시 tv요리 이영자 레시피가 찐! 짜글이장 : Jaguljang ★ [만개의레시피],-114 days +07:27:27.545514000,3530,6300,2,114,3,전 차다 tv 요리 이영자 찌다 짜다 글 이장 Jaguljang,"['전', '요리', '이영자', '찌', '글', '이장']"
844,만개의레시피 10K Recipe ,356000000,"고소한 설기떡에 사과가 콕콕, 사과설기 [만개의레시피]",-115 days +07:27:27.545514000,1868,3800,2,115,3,고소하다 설기 떡 사과 콕콕 사과 설기,"['설기', '떡', '사과', '사과', '설기']"
845,만개의레시피 10K Recipe ,356000000,만요교) 매콤한 제육볶음을 맛있게 하는 꿀팁~! 콩나물불고기는 보너스 ★ [만개의레시피],-115 days +07:27:27.545514000,3679,6800,3,115,3,만요 교 매콤 한 제 육 볶음 맛있다 하다 꿀팁 콩나물 불고기 보너스,"['만요', '교', '매콤', '제', '육', '볶음', '꿀팁', '콩나물', '불고기', '보너스']"
846,만개의레시피 10K Recipe ,356000000,오늘은 대표반찬 불고기로~ 매콤불고기와 어울리는 오늘의식단 [만개의레시피],-115 days +07:27:27.545514000,3002,5000,2,115,3,오늘 대표 반찬 불고기 매콤 불고기 어울리다 오늘 식단,"['오늘', '대표', '반찬', '불고기', '매콤', '불고기', '오늘', '식단']"
847,만개의레시피 10K Recipe ,356000000,이유식 도중 유아알레르기 반응 대처법 ★  찹쌀미음의 모든 것 [만개의레시피],-115 days +07:27:27.545514000,964,1700,0,115,3,이유식 도중 유아 알레르기 반응 대처 법 찹쌀 미음 모든 것,"['이유식', '도중', '유아', '알레르기', '반응', '대처', '법', '찹쌀', '미음', '모든', '것']"
848,만개의레시피 10K Recipe ,356000000,"달콤한 사과와 바삭한 파이의 환상 궁합, 사과 파이 [만개의레시피]",-116 days +07:27:27.545514000,2867,4800,1,116,3,달콤하다 사과 바삭 한 파이 환상 궁합 사과 파이,"['사과', '바삭', '파이', '환상', '궁합', '사과', '파이']"
849,만개의레시피 10K Recipe ,356000000,Eng Sub) 우렁강된장 l 우리집에 우렁각시 온 줄 @_@ : Soybean Paste Sauce (doenjang)  [만개의레시피],-116 days +07:27:27.545514000,2800,6100,0,116,3,우렁 강된장 우리 집 우렁 각시 온 줄 Soybean Paste Sauce doenjang,"['우렁', '강된장', '우리', '집', '우렁', '각시', '온', '줄']"
850,만개의레시피 10K Recipe ,356000000,어렸을 때 먹었던 학교앞 컵 떡볶이가 생각나윱~! 학창시절 분식 레시피 ★ [만개의레시피],-116 days +07:27:27.544515000,7915,22300,3,116,3,어리다 때 먹다 학교 앞 컵 떡볶이 생각나다 윱 학창시절 분식,"['때', '학교', '앞', '컵', '떡볶이', '윱', '학창시절', '분식']"
851,만개의레시피 10K Recipe ,356000000,Eng Sub) 오늘 메인은 카레찜닭!!!! 카레를 넣어 잡내를 쏘옥 제거!!! : curry and steamed chicken  [만개의레시피],-116 days +07:27:27.544515000,2918,9400,0,116,3,오늘 메인 카레 찜닭 카레 넣다 잡다 쏘다 옥 제거 curry and steamed chicken,"['오늘', '메인', '카레', '찜닭', '카레', '옥', '제거']"
852,만개의레시피 10K Recipe ,356000000,Eng Sub)후렌치초코 l 에어프라이어와 만두피가 낳은 달달한 디저트 : Hurench Choco Pie ★ [만개의레시피],-117 days +07:27:27.544515000,2364,4600,0,117,3,후렌치 초코 에어 프라이어 두피 낳다 달달 한 디저트 Hurench Choco Pie,"['후렌치', '초코', '에어', '프라이어', '두피', '달달', '디저트']"
853,만개의레시피 10K Recipe ,356000000,두부젓국찌개 l 한식자격증 실기 l 시험시간 20분 [만개의레시피],-117 days +07:27:27.544515000,1440,2400,0,117,3,두부 젓국 찌개 한식 자격증 실기 시험 시간 분,"['두부', '젓국', '찌개', '한식', '자격증', '실기', '시험', '시간', '분']"
854,만개의레시피 10K Recipe ,356000000,이왕 먹는거 이젠 영양 듬뿍 담아서 먹어주세요~! 영양간식 &수제간식 레시피 ★ [만개의레시피],-117 days +07:27:27.544515000,6026,9900,1,117,3,이왕 먹다 젠 영양 듬뿍 담다 먹어주다 영양 간식 수제 간식,"['젠', '영양', '듬뿍', '영양', '간식', '수제', '간식']"
855,만개의레시피 10K Recipe ,356000000,"Eng Sub) 병아리콩토마토스프 l 병아리콩으로 만든 건강미 뽐내는 토마토스프 : Chickpea Tomato soup★ [만개의레시피]",-117 days +07:27:27.544515000,3645,9400,0,117,3,병아리 콩 토마토 스프 병아리 콩 만들다 건강미 뽐내다 토마토 스프 Chickpea Tomato soup,"['병아리', '콩', '토마토', '스프', '병아리', '콩', '건강미', '토마토', '스프']"
856,만개의레시피 10K Recipe ,356000000,Eng Sub) 낙지쪽파강회 l 통통한 낙지와쪽파 돌돌돌@@@ : small octopus chives ganghoe [만개의레시피],-118 days +07:27:27.544515000,2308,4900,0,118,3,낙지 쪽파 강회 통통하다 낙지 쪽파 돌돌 돌 small octopus chives ganghoe,"['낙지', '쪽파', '강회', '낙지', '쪽파', '돌']"
857,만개의레시피 10K Recipe ,356000000,"Sub CC) 깔끔한 생크림케이크 만들기 : 케이크 아이싱 하는법 : Fresh Cream Cake l cake icing  [만개의레시피]",-119 days +07:27:27.544515000,18635,12800,1,119,3,깔끔하다 생크림 케이크 만들기 케이크 아이싱 하다 법 Fresh Cream Cake cake icing,"['생크림', '케이크', '만들기', '케이크', '아이싱', '법']"
858,만개의레시피 10K Recipe ,356000000,Eng Sub) 편의점 1대 출시품 대만스타일 이경규의 마장면~! [만개의레시피],-119 days +07:27:27.544515000,3546,4200,1,119,3,편의점 대다 출시 품 대만 스타일 이경규 마장면,"['편의점', '출시', '품', '대만', '스타일', '이경규', '마장면']"
859,만개의레시피 10K Recipe ,356000000,감자크로켓이 아니여도 괜찮아 !! 튀김간식이라면!! 이색 크로켓 레시피★[만개의레시피],-119 days +07:27:27.544515000,3703,7500,1,119,3,감자 크로켓 아니다 괜찮다 튀김 간식 라면 이색 크로켓,"['감자', '크로켓', '튀김', '간식', '라면', '이색', '크로켓']"
860,만개의레시피 10K Recipe ,356000000,Eng Sub) Ji Pie : 대만에서 먹었던 지파이 따라하기 !!! 역시 뭐든 튀겨야함!! [만개의레시피],-119 days +07:27:27.544515000,3233,5000,0,119,3,Ji Pie 대만 먹다 지 파이 따르다 역시 뭐 든 튀기다 야하다,"['대만', '파이', '역시', '뭐']"
861,만개의레시피 10K Recipe ,356000000,"Eng Sub) 라즈베리레몬컵케이크 ★ 연말선물용으로 좋은 컵케이크!!! : Raspberry Cream & Lemon Cupcakes [만개의레시피]",-120 days +07:27:27.544515000,2450,4700,0,120,3,라즈베리 레몬 컵케이크 연말 선물 용 좋다 컵케이크 Raspberry Cream Lemon Cupcakes,"['라즈베리', '레몬', '컵케이크', '연말', '선물', '용', '컵케이크']"
862,만개의레시피 10K Recipe ,356000000,더울땐  뜨거운 음식을.... 추울땐 더 차가운 음식을.... 이한치한 레시피 ★ [만개의레시피],-120 days +07:27:27.544515000,2273,4500,0,120,3,덥다 땐 뜨겁다 음식 추다 땐 더 차갑다 음식 한 치한,"['땐', '음식', '땐', '더', '음식', '치한']"
863,만개의레시피 10K Recipe ,356000000,Eng Sub) Crab meat cheese rice porridge l 고소함은 2배 쉽고 간단하게 만들어 먹는 게살치즈죽 ★ [만개의레시피],-120 days +07:27:27.544515000,2892,6700,1,120,3,Crab meat cheese rice porridge 고소하다 배 쉬다 간단하다 만들다 먹다 게살 치즈 죽,"['배', '쉬', '게살', '치즈', '죽']"
864,만개의레시피 10K Recipe ,356000000,Eng Sub) Ttukbaegi Pasta l 뚝배기파스타  l 원팬 파스타!! 놉~! 꾸덕꾸덕 고추장들어간 파스타 만들기★[만개의레시피],-121 days +07:27:27.544515000,5279,10300,2,121,3,Ttukbaegi Pasta 뚝배기 파스타 원 팬 파스타 놉 꾸덕꾸덕 고추장 들어가다 파스타 만들기,"['뚝배기', '파스타', '원', '팬', '파스타', '놉', '고추장', '파스타', '만들기']"
865,만개의레시피 10K Recipe ,356000000,맛있는녀석들 편의점편~! 총집합체 ~! 편의점레시피 [만개의레시피],-121 days +07:27:27.543497000,5000,11000,0,121,3,맛있다 녀석 들 편의점 편 총 집합 체 편의점,"['녀석', '편의점', '편', '총', '집합', '체', '편의점']"
866,만개의레시피 10K Recipe ,356000000,Eng Sub) Pork Rice Bowl l 돼지고기덮밥 l  태국식 시금치덮밥★ [만개의레시피],-121 days +07:27:27.543497000,3877,9200,1,121,3,Pork Rice Bowl 돼지고기 덮다 밥 태국 식 시금치 덮다 밥,"['돼지고기', '덮다', '밥', '태국', '식', '시금치', '덮다', '밥']"
867,만개의레시피 10K Recipe ,356000000,Eng Sub) Pizza Bread l 모닝빵 속에 비엔나소세지를 콕콕!!!! 앙증 맞은 피자맛 모닝빵 ★ [만개의레시피],-122 days +07:27:27.543497000,4512,10000,0,122,3,Pizza Bread 모닝 빵 속 비엔나 소세지 콕콕 앙증 맞다 피자 맛 모닝 빵,"['모닝', '빵', '속', '비엔나', '소세지', '앙증', '피자', '맛', '모닝', '빵']"
868,만개의레시피 10K Recipe ,356000000,은갈치찌개와 닭맥적구이의 한상~!! 오늘의식단 ★ [만개의레시피],-122 days +07:27:27.543497000,2214,4000,0,122,3,갈치 찌개 닭 맥적 구 이의 한 상 오늘 식단,"['갈치', '찌개', '닭', '맥적', '구', '이의', '상', '오늘', '식단']"
869,만개의레시피 10K Recipe ,356000000,알레르기 걱정없이 이유식을 시작하는 방법 !! 쌀미음의 모든 것 ! [만개의레시피],-122 days +07:27:27.543497000,1045,1600,2,122,3,알레르기 걱정 없이 이유식 시작 하다 방법 쌀 미음 모든 것,"['알레르기', '걱정', '이유식', '시작', '방법', '쌀', '미음', '모든', '것']"
870,만개의레시피 10K Recipe ,356000000,Eng Sub) Ricotta Cheese Lasagna l 리코타치즈라자냐 ★  리코타치즈필링으로 채운 라자냐면!!!  ★ [만개의레시피],-123 days +07:27:27.543497000,3283,4700,0,123,3,Ricotta Cheese Lasagna 리코 타 치즈 라자냐 리코 타 치즈 필링 채운 라자냐 면,"['리코', '타', '치즈', '라자냐', '리코', '타', '치즈', '필링', '채운', '라자냐', '면']"
871,만개의레시피 10K Recipe ,356000000,김장김치가 오늘은 익었을꺼야~! 김장김치의 조합을 찾아서. 서서서서 ★ [만개의레시피],-123 days +07:27:27.543497000,2602,4000,4,123,3,김장 김치 오늘 익다 김장 김치 조합 찾다 서 서서 서,"['김장', '김치', '오늘', '김장', '김치', '조합', '서서']"
872,만개의레시피 10K Recipe ,356000000,Eng Sub) Spicy Pepper Shrimp salad l 샐러드도 이젠 매콤하게 !! 매콤페퍼새우 ★ [만개의레시피],-123 days +07:27:27.543497000,1624,2200,0,123,3,Spicy Pepper Shrimp salad 샐러드 젠 매콤 하다 매콤 페퍼 새우,"['샐러드', '젠', '매콤', '매콤', '페퍼', '새우']"
873,만개의레시피 10K Recipe ,356000000,요알못의 요리정복기) 용피디! 단호박우유스프 도전!,-124 days +07:27:27.543497000,1842,4100,2,124,3,요 알다 요리 정복기 용 피디 단호박 우유 스프 도전,"['요', '알다', '요리', '정복기', '용', '피디', '단호박', '우유', '스프', '도전']"
874,만개의레시피 10K Recipe ,356000000,Eng Sub) 북어찜 l 한식자격증 실기 l 시험시간 25분 [만개의레시피],-124 days +07:27:27.543497000,1233,1500,1,124,3,북어 찜 한식 자격증 실기 시험 시간 분,"['북어', '찜', '한식', '자격증', '실기', '시험', '시간', '분']"
875,만개의레시피 10K Recipe ,356000000,매운라면으로 간단하게 스트레스해소 할 땐?? 오늘의식단 [만개의레시피],-124 days +07:27:27.543497000,4119,6100,3,124,3,맵다 라면 간단하다 스트레스 해소 하다 땐 오늘 식단,"['라면', '스트레스', '해소', '땐', '오늘', '식단']"
876,만개의레시피 10K Recipe ,356000000,Eng Sub) Chicken udong l 우동이닭 ★  치킨마요덮밥의 우동편! 단짠의 끝 ! 편의점꿀조합 레시피 ★ [만개의레시피],-124 days +07:27:27.543497000,3490,7500,3,124,3,Chicken udong 우동 닭 치킨 마 요 덮다 밥 우동 편 단 짜다 끝 편의점 꿀 조합,"['우동', '닭', '치킨', '마', '요', '덮다', '밥', '우동', '편', '단', '끝', '편의점', '꿀', '조합']"
877,만개의레시피 10K Recipe ,356000000,Eng Sub) Mushroom Bulgogi-jeongol l 전골이 필요한 계절~! 뜨끈한 국물 불고기버섯전골 어때요???? [만개의레시피],-125 days +07:27:27.543497000,5027,12300,0,125,3,Mushroom Bulgogijeongol 전골 필요하다 계절 뜨끈하다 국물 불고기 버섯 전골 어떻다,"['전골', '계절', '국물', '불고기', '버섯', '전골']"
878,만개의레시피 10K Recipe ,356000000,추워지는 날씨에 아프기전에 기력을 뿜뿜하게 할 기력보충 레시피 [만개의레시피],-125 days +07:27:27.543497000,8069,8500,1,125,3,추워지다 날씨 아프다 기전 기력 뿜뿜하 게 하다 기력 보충,"['날씨', '기전', '기력', '뿜뿜하', '게', '기력', '보충']"
879,만개의레시피 10K Recipe ,356000000,Eng Sub) Dried sweet potato & sweet potato chip l 식품건조기로 만드는 고구마말랭이 & 고구마칩 ★ [만개의레시피],-125 days +07:27:27.543497000,1773,2100,2,125,3,Dried sweet potato sweet potato chip 식품 건조기 만들다 고구마 말랭이 고구마 칩,"['식품', '건조기', '고구마', '말랭이', '고구마', '칩']"
880,만개의레시피 10K Recipe ,356000000,[풋고추공모전] 장려상★ 정종은 님의 풋고추 치킨 데리야끼,-126 days +07:27:27.543497000,1141,1300,0,126,3,풋 고추 공모전 장려상 정종은 님 풋 고추 치킨 데리야끼,"['풋', '고추', '공모전', '장려상', '정종은', '풋', '고추', '치킨', '데리야끼']"
881,만개의레시피 10K Recipe ,356000000,[풋고추공모전] 장려상★ 이한슬 님의 풋고추다대기,-126 days +07:27:27.543497000,1376,2300,3,126,3,풋 고추 공모전 장려상 한 슬 님 풋 고추 다대기,"['풋', '고추', '공모전', '장려상', '슬', '풋', '고추', '다대기']"
882,만개의레시피 10K Recipe ,356000000,[풋고추공모전] 우수상★ 문혜자 님의 풋고추 치즈핫도그,-126 days +07:27:27.543497000,1003,1000,1,126,3,풋 고추 공모전 우수상 문 혜자 님 풋 고추 치즈 핫도그,"['풋', '고추', '공모전', '우수상', '문', '혜자', '풋', '고추', '치즈', '핫도그']"
883,만개의레시피 10K Recipe ,356000000,기름진 안주에는 역시 맥주~!!!! 시원하게 캬~~~~~'s 맥주안주 레시피 [만개의레시피],-126 days +07:27:27.543497000,15390,30300,2,126,3,기르다 안주 에는 역시 맥주 시원하다 캬 맥주 안주,"['안주', '역시', '맥주', '캬', '맥주', '안주']"
884,만개의레시피 10K Recipe ,356000000,[풋고추공모전] 최우수상★ 이미랑 님의 풋고추 치킨팝콘,-126 days +07:27:27.543497000,1216,1400,0,126,3,풋 고추 공모전 최우수상 이미 님 풋 고추 치킨 팝콘,"['풋', '고추', '공모전', '최우수상', '풋', '고추', '치킨', '팝콘']"
885,만개의레시피 10K Recipe ,356000000,[풋고추공모전] 우수상★ 이우림 님의 풋고추다짐장,-126 days +07:27:27.543497000,669,1500,0,126,3,풋 고추 공모전 우수상 우림 님 풋 고추 다짐 장,"['풋', '고추', '공모전', '우수상', '우림', '풋', '고추', '다짐', '장']"
886,만개의레시피 10K Recipe ,356000000,[해양수산부 이달의 수산물 12월] 이번엔 프렌치 스타일로 먹어볼까? 양배추 굴샐러드,-127 days +07:27:27.543497000,1115,2000,0,127,3,해양수산부 달 수산물 월 이번 엔 프렌치 스타일 먹다 보다 양배추 굴 샐러드,"['해양수산부', '달', '수산물', '월', '이번', '프렌치', '스타일', '양배추', '굴', '샐러드']"
887,만개의레시피 10K Recipe ,356000000,Eng Sub) korean kimchi l 김장김치의 꽃!!! 배추김치의 모든 것 !! 배추절이기 까지  ★ [만개의레시피],-127 days +07:27:27.543497000,3934,4600,1,127,3,korean kimchi 김장 김치 꽃 배추김치 모든 것 배추 절 이기 까지,"['김장', '김치', '꽃', '배추김치', '모든', '것', '배추', '절', '이기']"
888,만개의레시피 10K Recipe ,356000000,[해양수산부 이달의 수산물 12월] 방어가 지금 체철이라며? 중국식 땅콩소스 방어스테이크,-127 days +07:27:27.543497000,835,1400,0,127,3,해양수산부 달 수산물 월 방어 지금 체철 이라 며 중국 식 땅콩 소스 방어 스테이크,"['해양수산부', '달', '수산물', '월', '방어', '지금', '체철', '며', '중국', '식', '땅콩', '소스', '방어', '스테이크']"
889,만개의레시피 10K Recipe ,356000000,그때 그 그 반찬.... 그 식판... 기억소환해줄 군대 반찬 레시피 [만개의레시피],-127 days +07:27:27.543497000,5447,6200,1,127,3,그때 그 그 반찬 그 식판 기 억 소환 해주다 군대 반찬,"['그때', '그', '그', '반찬', '그', '식판', '기', '억', '소환', '군대', '반찬']"
890,만개의레시피 10K Recipe ,356000000,Eng Sub) Rice Pizza l 피자도우가 없을 땐 밥도우로 만들어보는 밥피자 ★ [만개의레시피],-127 days +07:27:27.543497000,3979,6200,0,127,3,Rice Pizza 피자 도우 없다 땐 밥 도우 만들다 보다 밥 피자,"['피자', '도우', '땐', '밥', '도우', '밥', '피자']"
891,만개의레시피 10K Recipe ,356000000,"찬바람 불 때 생각나는 엄마의 맛, 집밥감성 고추장찌개면 [만개의레시피]",-128 days +07:27:27.543497000,2033,2000,3,128,3,찬 바람 불 때 생각나다 엄마 맛 집밥 감성 고추장 찌개 면,"['찬', '바람', '불', '때', '엄마', '맛', '집밥', '감성', '고추장', '찌개', '면']"
892,만개의레시피 10K Recipe ,356000000,Eng Sub) spicy beef soup l 얼큰소고기뭇국 l 경상도식 얼큰한 소고기뭇국 ★ [만개의레시피],-128 days +07:27:27.543497000,3156,9400,1,128,3,spicy beef soup 얼 크다 소고기 뭇 국 경상도 식 얼큰하다 소고기 뭇 국,"['얼', '소고기', '뭇', '국', '경상도', '식', '소고기', '뭇', '국']"
893,만개의레시피 10K Recipe ,356000000,입맛대로 골라 집에서 쉽게 만드는 떡볶이3종★,-128 days +07:27:27.543497000,1480,2700,0,128,3,입맛 대로 고르다 집 쉬다 만들다 떡볶이 종,"['입맛', '대로', '집', '쉬', '떡볶이', '종']"
894,만개의레시피 10K Recipe ,356000000,11월이 떠나가기전에 만들어보는 11월 제철 레시피 [만개의레시피],-128 days +07:27:27.543497000,6178,6800,0,128,3,월 떠나가다 만들다 보다 월 제철,"['월', '월', '제철']"
895,만개의레시피 10K Recipe ,356000000,Eng Sub) biscuits Burger l 비스퀵버거 l 단짠의 버거 ~! 비스퀵 위에 닭 튀김을 올린 레시피 ★ [만개의레시피],-129 days +07:27:27.542512000,1764,2900,0,129,3,biscuits Burger 비 스퀵 버거 단 짜다 버거 비 스퀵 위 닭 튀김 올리다,"['비', '스퀵', '버거', '단', '버거', '비', '스퀵', '위', '닭', '튀김', '리다']"
896,만개의레시피 10K Recipe ,356000000,해물찜과 소고기미역국으로 푸짐하게 먹는 오늘의식단 [만개의레시피],-129 days +07:27:27.542512000,2929,5600,1,129,3,해물찜 소고기 미역국 푸다 지다 먹다 오늘 식단,"['해물찜', '소고기', '미역국', '지다', '오늘', '식단']"
897,만개의레시피 10K Recipe ,356000000,Eng Sub)  Marinated Grilled Duck  l 제육볶음과는 또 다른 맛 ★ 오리랑 주물주물 오리주물럭 ★ [만개의레시피],-129 days +07:27:27.542512000,1046,2300,0,129,3,Marinated Grilled Duck 제 육 볶음 과는 또 다른 맛 오리 주물 주물 오리 주물 럭,"['제', '육', '볶음', '또', '다른', '맛', '오리', '주물', '주물', '오리', '주물', '럭']"
898,만개의레시피 10K Recipe ,356000000,Eng Sub) pulled pork l 바베큐의 끝판왕 !!!! 풀드포크 & 드라이럽 ★ [만개의레시피],-129 days +07:27:27.542512000,1943,3200,2,129,3,pulled pork 바베큐 끝판 왕 풀드 포크 드라이 럽,"['바베큐', '끝판', '왕', '풀드', '포크', '드라이', '럽']"
899,만개의레시피 10K Recipe ,356000000,양파 초절임 비빔면으로 맛있게 건강을 지켜보세요★,-130 days +07:27:27.542512000,4371,6100,1,130,3,양파 초 절임 비빔면 맛있다 건강 지켜보다,"['양파', '초', '절임', '비빔면', '건강']"
900,만개의레시피 10K Recipe ,356000000,Eng Sub ) sweet potato mini donuts l 고구마찹쌀미니도넛 l 고구마를 동글동글 고구마도넛으로 만드는 레시피★ [만개의레시피],-130 days +07:27:27.542512000,4640,12300,0,130,3,sweet potato mini donuts 고구마 찹쌀 미니 도넛 고구마 동글동글 고구마 도넛 만들다,"['고구마', '찹쌀', '미니', '도넛', '고구마', '동글동글', '고구마', '도넛']"
901,만개의레시피 10K Recipe ,356000000,매콤한 국산 건고추로 만드는 매콤달콤 한입 닭강정★[만개의레시피],-130 days +07:27:27.542512000,1855,4300,0,130,3,매콤 한 국산 건고 추로 만들다 매콤 달콤 한 입 닭강정,"['매콤', '국산', '건고', '추로', '매콤', '달콤', '입', '닭강정']"
902,만개의레시피 10K Recipe ,356000000,Eng Sub)  밥이랑 먹는 돈까스 !!! 빵이랑 먹는 돈까스 !!! 그냥 맛있는 돈까스 레시피ㅣ  Pork Cutlet Recipe  🔥 [만개의레시피],-130 days +07:27:27.542512000,4881,11400,1,130,3,밥 이랑 먹다 돈까스 빵 이랑 먹다 돈까스 그냥 맛있다 돈까스 Pork Cutlet Recipe,"['밥', '돈까스', '빵', '돈까스', '그냥', '돈까스']"
903,만개의레시피 10K Recipe ,356000000,Eng Sub) Braised Cutlassfish l 비린내의 끝판~! 갈치를 비린내 없이 ★ l 고구마줄기갈치조림 ★ [만개의레시피],-130 days +07:27:27.542512000,905,2000,0,130,3,Braised Cutlassfish 비리다 끝판 갈치 비리다 없이 고구마줄기 갈치 조림,"['비리', '끝판', '갈치', '비리', '고구마줄기', '갈치', '조림']"
